Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,msInPresentAPI,msBetweenPresents,msUntilRenderComplete,msUntilDisplayed,msBetweenDisplayChange
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,1.927426,0.5,14.634,1.0,1.5,14.634
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,1.944086,0.5,16.660,1.0,1.5,16.660
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,1.959352,0.5,15.266,1.0,1.5,15.266
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,1.977685,0.5,18.332,1.0,1.5,18.332
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,1.992647,0.5,14.962,1.0,1.5,14.962
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.009152,0.5,16.505,1.0,1.5,16.505
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.026483,0.5,17.331,1.0,1.5,17.331
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.044447,0.5,17.964,1.0,1.5,17.964
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.060470,0.5,16.023,1.0,1.5,16.023
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.079045,0.5,18.575,1.0,1.5,18.575
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.094447,0.5,15.402,1.0,1.5,15.402
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.110837,0.5,16.390,1.0,1.5,16.390
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.127706,0.5,16.869,1.0,1.5,16.869
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.143000,0.5,15.293,1.0,1.5,15.293
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.159373,0.5,16.374,1.0,1.5,16.374
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.176544,0.5,17.171,1.0,1.5,17.171
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.191433,0.5,14.889,1.0,1.5,14.889
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.206334,0.5,14.900,1.0,1.5,14.900
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.223229,0.5,16.896,1.0,1.5,16.896
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.239546,0.5,16.317,1.0,1.5,16.317
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.256184,0.5,16.637,1.0,1.5,16.637
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.272908,0.5,16.724,1.0,1.5,16.724
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.288859,0.5,15.952,1.0,1.5,15.952
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.304130,0.5,15.270,1.0,1.5,15.270
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.320827,0.5,16.698,1.0,1.5,16.698
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.336872,0.5,16.044,1.0,1.5,16.044
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.353779,0.5,16.908,1.0,1.5,16.908
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.371592,0.5,17.813,1.0,1.5,17.813
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.388196,0.5,16.604,1.0,1.5,16.604
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.404116,0.5,15.920,1.0,1.5,15.920
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.421259,0.5,17.143,1.0,1.5,17.143
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.436959,0.5,15.700,1.0,1.5,15.700
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.455590,0.5,18.632,1.0,1.5,18.632
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.470274,0.5,14.684,1.0,1.5,14.684
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.484531,0.5,14.256,1.0,1.5,14.256
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.500619,0.5,16.088,1.0,1.5,16.088
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.515810,0.5,15.191,1.0,1.5,15.191
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.533263,0.5,17.454,1.0,1.5,17.454
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.551132,0.5,17.869,1.0,1.5,17.869
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.566075,0.5,14.943,1.0,1.5,14.943
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.583454,0.5,17.380,1.0,1.5,17.380
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.600592,0.5,17.137,1.0,1.5,17.137
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.615422,0.5,14.830,1.0,1.5,14.830
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.633250,0.5,17.828,1.0,1.5,17.828
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.649826,0.5,16.576,1.0,1.5,16.576
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.667026,0.5,17.200,1.0,1.5,17.200
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.683152,0.5,16.126,1.0,1.5,16.126
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.700357,0.5,17.205,1.0,1.5,17.205
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.716715,0.5,16.358,1.0,1.5,16.358
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.731951,0.5,15.236,1.0,1.5,15.236
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.750750,0.5,18.799,1.0,1.5,18.799
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.768146,0.5,17.397,1.0,1.5,17.397
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.783039,0.5,14.893,1.0,1.5,14.893
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.800401,0.5,17.362,1.0,1.5,17.362
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.817546,0.5,17.145,1.0,1.5,17.145
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.835026,0.5,17.480,1.0,1.5,17.480
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.852681,0.5,17.654,1.0,1.5,17.654
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.869838,0.5,17.157,1.0,1.5,17.157
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.885001,0.5,15.163,1.0,1.5,15.163
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.902388,0.5,17.387,1.0,1.5,17.387
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.917951,0.5,15.563,1.0,1.5,15.563
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.934760,0.5,16.809,1.0,1.5,16.809
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.950541,0.5,15.781,1.0,1.5,15.781
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.967331,0.5,16.790,1.0,1.5,16.790
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,2.982981,0.5,15.650,1.0,1.5,15.650
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.000737,0.5,17.756,1.0,1.5,17.756
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.017766,0.5,17.029,1.0,1.5,17.029
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.035713,0.5,17.947,1.0,1.5,17.947
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.053479,0.5,17.766,1.0,1.5,17.766
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.069626,0.5,16.146,1.0,1.5,16.146
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.085499,0.5,15.873,1.0,1.5,15.873
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.100759,0.5,15.259,1.0,1.5,15.259
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.117986,0.5,17.227,1.0,1.5,17.227
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.132975,0.5,14.989,1.0,1.5,14.989
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.149368,0.5,16.393,1.0,1.5,16.393
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.165599,0.5,16.231,1.0,1.5,16.231
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.180957,0.5,15.358,1.0,1.5,15.358
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.199077,0.5,18.120,1.0,1.5,18.120
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.271298,0.5,72.221,1.0,1.5,72.221
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.288206,0.5,16.907,1.0,1.5,16.907
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.306086,0.5,17.880,1.0,1.5,17.880
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.321932,0.5,15.846,1.0,1.5,15.846
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.340425,0.5,18.494,1.0,1.5,18.494
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.356863,0.5,16.438,1.0,1.5,16.438
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.374456,0.5,17.593,1.0,1.5,17.593
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.391097,0.5,16.642,1.0,1.5,16.642
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.407379,0.5,16.281,1.0,1.5,16.281
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.423138,0.5,15.760,1.0,1.5,15.760
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.440670,0.5,17.532,1.0,1.5,17.532
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.457031,0.5,16.361,1.0,1.5,16.361
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,3.474387,0.5,17.356,1.0,1.5,17.356
